,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
56,1654712243,27.85,41.1,68,473,12841,20718,937.566,2.34,2.43,16.13,2.515,0.057,56,0
57,1654712244,27.74,41.74,72,465,12839,20718,937.555,2.35,2.44,16.14,2.517,0.057,57,0
58,1654712245,27.64,42.2,70,470,12847,20716,937.55,2.32,2.41,15.95,2.487,0.056,58,0
59,1654712246,27.57,42.61,65,451,12849,20728,937.56,2.31,2.4,15.92,2.483,0.056,59,0
60,1654712247,27.49,42.91,68,452,12857,20728,937.558,2.33,2.42,16.02,2.497,0.056,60,0
61,1654712248,27.43,43.16,53,432,12857,20735,937.557,2.33,2.42,16.01,2.496,0.056,61,0
62,1654712249,27.36,43.37,68,438,12854,20737,937.559,2.32,2.41,15.97,2.491,0.056,62,0
63,1654712250,27.32,43.58,60,438,12860,20737,937.569,2.35,2.44,16.16,2.519,0.057,63,0
64,1654712251,27.25,43.75,62,438,12853,20726,937.577,2.36,2.46,16.27,2.537,0.057,64,0
65,1654712252,27.2,43.89,67,451,12852,20711,937.581,2.37,2.46,16.32,2.544,0.057,65,0
66,1654712253,27.18,44.05,67,441,12855,20725,937.585,2.4,2.5,16.54,2.58,0.058,66,0
67,1654712254,27.12,44.08,64,434,12855,20721,937.592,2.41,2.51,16.61,2.59,0.058,67,0
68,1654712255,27.11,44.22,61,428,12856,20732,937.596,2.44,2.54,16.8,2.62,0.059,68,0
69,1654712256,27.06,44.28,46,427,12859,20745,937.601,2.44,2.53,16.77,2.616,0.059,69,0
70,1654712257,27.06,44.36,47,426,12860,20754,937.592,2.41,2.51,16.6,2.589,0.058,70,0
71,1654712258,27.05,44.42,26,409,12865,20771,937.592,2.39,2.48,16.42,2.56,0.058,71,0
72,1654712259,26.99,44.47,30,423,12864,20767,937.582,2.31,2.4,15.93,2.484,0.056,72,0
73,1654712260,26.99,44.52,29,426,12854,20759,937.582,2.29,2.38,15.8,2.463,0.056,73,0
74,1654712261,26.96,44.61,29,426,12864,20768,937.59,2.27,2.36,15.65,2.44,0.055,74,0
75,1654712262,26.94,44.67,28,426,12853,20761,937.596,2.27,2.36,15.61,2.434,0.055,75,0
76,1654712263,26.92,44.73,31,435,12861,20762,937.608,2.23,2.32,15.35,2.394,0.054,76,0
77,1654712264,26.9,44.8,30,422,12857,20763,937.605,2.21,2.3,15.21,2.372,0.054,77,0
78,1654712265,26.88,44.82,21,436,12857,20764,937.622,2.19,2.27,15.04,2.346,0.053,78,0
79,1654712266,26.87,44.9,32,437,12850,20761,937.612,2.17,2.26,14.95,2.332,0.053,79,0
80,1654712267,26.85,44.91,25,437,12858,20758,937.61,2.17,2.26,14.95,2.331,0.053,80,0
81,1654712268,26.84,44.99,17,415,12863,20774,937.63,2.18,2.26,15.0,2.34,0.053,81,0
82,1654712269,26.81,45.0,27,426,12853,20763,937.634,2.18,2.26,15.0,2.339,0.053,82,0
83,1654712270,28.25,45.0,7,414,12870,20795,937.624,2.17,2.26,14.95,2.332,0.053,83,0
84,1654712271,28.7,43.94,11,406,12869,20782,937.618,2.15,2.24,14.81,2.31,0.052,84,0
85,1654712272,28.91,42.89,31,415,12871,20756,937.625,2.15,2.24,14.81,2.31,0.052,85,0
86,1654712273,29.04,42.06,18,411,12869,20760,937.622,2.18,2.26,14.97,2.335,0.053,86,0
87,1654712274,29.16,41.35,31,413,12864,20766,937.625,2.19,2.27,15.07,2.35,0.053,87,0
88,1654712275,29.22,40.91,21,404,12863,20776,937.617,2.18,2.26,14.98,2.337,0.053,88,0
89,1654712276,29.31,40.55,37,427,12858,20762,937.613,2.15,2.24,14.83,2.312,0.052,89,0
90,1654712277,29.37,40.29,34,422,12858,20753,937.602,2.15,2.23,14.8,2.308,0.052,90,0
91,1654712278,29.43,40.07,33,422,12863,20754,937.608,2.16,2.24,14.84,2.314,0.052,91,0
92,1654712279,29.49,39.93,36,415,12864,20747,937.616,2.17,2.25,14.93,2.328,0.053,92,0
93,1654712280,29.51,39.82,44,409,12854,20735,937.621,2.19,2.27,15.07,2.349,0.053,93,0
94,1654712281,29.55,39.63,48,424,12854,20741,937.62,2.19,2.27,15.07,2.35,0.053,94,0
95,1654712282,29.59,39.5,49,422,12860,20740,937.618,2.23,2.31,15.32,2.388,0.054,95,0
96,1654712283,29.63,39.45,46,424,12858,20746,937.616,2.24,2.33,15.43,2.406,0.054,96,0
97,1654712284,29.67,39.37,49,438,12853,20744,937.621,2.25,2.34,15.5,2.417,0.055,97,0
98,1654712285,29.69,39.26,45,423,12862,20746,937.616,2.26,2.35,15.57,2.428,0.055,98,0
99,1654712286,29.72,39.2,49,429,12850,20747,937.613,2.32,2.41,15.96,2.488,0.056,99,0
100,1654712287,29.76,39.13,41,424,12852,20743,937.609,2.34,2.44,16.13,2.516,0.057,100,0
101,1654712288,29.79,39.09,37,421,12860,20764,937.603,2.35,2.44,16.17,2.521,0.057,101,0
102,1654712289,29.8,38.99,35,431,12855,20755,937.608,2.37,2.46,16.32,2.546,0.057,102,0
103,1654712290,29.85,38.94,25,408,12864,20762,937.601,2.37,2.46,16.29,2.541,0.057,103,0
104,1654712291,29.86,38.89,22,417,12851,20760,937.599,2.32,2.41,15.98,2.493,0.056,104,0
105,1654712292,29.86,38.87,20,413,12864,20768,937.605,2.31,2.4,15.89,2.478,0.056,105,0
106,1654712293,29.92,38.77,37,426,12861,20757,937.596,2.24,2.32,15.4,2.402,0.054,106,0
107,1654712294,29.93,38.74,21,421,12859,20766,937.588,2.21,2.29,15.2,2.371,0.054,107,0
108,1654712295,29.94,38.76,10,400,12870,20775,937.592,2.14,2.22,14.73,2.297,0.052,108,0
109,1654712296,29.94,38.65,21,406,12865,20770,937.585,2.12,2.2,14.57,2.272,0.051,109,0
110,1654712297,29.96,38.66,5,400,12866,20782,937.582,2.07,2.15,14.25,2.222,0.05,110,0
111,1654712298,30.0,38.62,5,406,12868,20786,937.586,2.06,2.14,14.21,2.215,0.05,111,0
112,1654712299,30.01,38.57,9,415,12861,20780,937.587,2.04,2.12,14.03,2.188,0.049,112,0
113,1654712300,28.63,38.61,40,452,12841,20746,937.587,2.03,2.11,13.96,2.177,0.049,113,0
114,1654712301,28.17,39.62,35,444,12848,20755,937.592,2.0,2.08,13.76,2.145,0.048,114,0
115,1654712302,27.91,40.57,31,432,12851,20754,937.588,1.97,2.05,13.58,2.117,0.048,115,0
116,1654712303,27.78,41.29,43,445,12843,20744,937.586,1.91,1.98,13.14,2.05,0.046,116,0
117,1654712304,27.67,42.01,36,431,12850,20754,937.576,1.91,1.98,13.14,2.049,0.046,117,0
118,1654712305,27.57,42.52,27,425,12844,20750,937.579,1.97,2.05,13.59,2.119,0.048,118,0
119,1654712306,27.5,42.9,39,429,12852,20749,937.586,2.01,2.09,13.81,2.154,0.049,119,0
120,1654712307,27.43,43.19,31,424,12850,20741,937.587,2.16,2.24,14.87,2.319,0.052,120,0
121,1654712308,27.34,43.43,42,427,12849,20748,937.583,2.2,2.29,15.17,2.365,0.053,121,0
122,1654712309,27.29,43.68,63,440,12849,20727,937.578,2.27,2.36,15.65,2.441,0.055,122,0
123,1654712310,27.26,43.87,59,430,12850,20737,937.571,2.3,2.38,15.8,2.463,0.056,123,0
124,1654712311,27.23,44.05,66,443,12851,20723,937.578,2.3,2.39,15.86,2.473,0.056,124,0
125,1654712312,27.16,44.17,73,437,12849,20718,937.578,2.28,2.37,15.69,2.446,0.055,125,0
126,1654712313,27.15,44.26,76,436,12847,20717,937.574,2.27,2.35,15.6,2.433,0.055,126,0
127,1654712314,27.09,44.36,59,433,12844,20716,937.575,2.27,2.36,15.64,2.439,0.055,127,0
128,1654712315,27.09,44.49,52,419,12852,20730,937.576,2.26,2.35,15.55,2.425,0.055,128,0
129,1654712316,27.02,44.57,64,435,12847,20729,937.577,2.21,2.3,15.24,2.376,0.054,129,0
130,1654712317,27.01,44.64,64,433,12844,20724,937.586,2.17,2.26,14.97,2.334,0.053,130,0
131,1654712318,26.98,44.72,50,425,12847,20730,937.58,2.19,2.28,15.09,2.353,0.053,131,0
132,1654712319,26.98,44.79,52,417,12854,20736,937.579,2.22,2.3,15.26,2.38,0.054,132,0
133,1654712320,26.94,44.83,48,423,12853,20740,937.588,2.24,2.33,15.43,2.406,0.054,133,0
134,1654712321,26.9,44.89,44,410,12854,20740,937.581,2.24,2.32,15.39,2.4,0.054,134,0
135,1654712322,26.9,44.97,40,419,12858,20756,937.587,2.23,2.32,15.37,2.397,0.054,135,0
136,1654712323,26.87,45.05,31,412,12861,20759,937.575,2.26,2.35,15.54,2.424,0.055,136,0
137,1654712324,26.85,45.05,27,424,12858,20763,937.567,2.27,2.36,15.63,2.438,0.055,137,0
138,1654712325,26.83,45.13,28,419,12858,20754,937.567,2.27,2.35,15.59,2.431,0.055,138,0
139,1654712326,26.8,45.15,59,442,12854,20735,937.571,2.24,2.33,15.43,2.406,0.054,139,0
140,1654712327,26.8,45.21,44,421,12848,20751,937.573,2.22,2.3,15.27,2.381,0.054,140,0
141,1654712328,26.77,45.24,50,431,12845,20738,937.562,2.19,2.28,15.07,2.351,0.053,141,0
142,1654712329,26.77,45.27,53,429,12850,20730,937.551,2.18,2.27,15.04,2.345,0.053,142,0
143,1654712330,28.19,45.24,24,400,12864,20759,937.549,2.18,2.27,15.03,2.343,0.053,143,0
144,1654712331,28.63,44.2,21,400,12867,20764,937.57,2.16,2.24,14.85,2.316,0.052,144,0
145,1654712332,28.84,43.15,20,400,12861,20764,937.569,2.16,2.24,14.87,2.318,0.052,145,0
146,1654712333,29.01,42.33,19,400,12865,20765,937.571,2.17,2.25,14.9,2.324,0.052,146,0
147,1654712334,29.08,41.64,23,407,12864,20759,937.578,2.15,2.24,14.82,2.311,0.052,147,0
148,1654712335,29.16,41.17,25,400,12861,20766,937.584,2.14,2.22,14.72,2.296,0.052,148,0
149,1654712336,29.27,40.78,26,419,12861,20769,937.591,2.15,2.23,14.79,2.306,0.052,149,0
150,1654712337,29.35,40.48,27,410,12855,20758,937.59,2.19,2.28,15.09,2.353,0.053,150,0
151,1654712338,29.38,40.25,26,411,12854,20759,937.586,2.21,2.3,15.2,2.371,0.054,151,0
152,1654712339,29.46,40.1,39,412,12853,20751,937.575,2.28,2.37,15.68,2.445,0.055,152,0
153,1654712340,29.49,39.93,30,413,12849,20753,937.573,2.31,2.4,15.93,2.484,0.056,153,0
154,1654712341,29.53,39.83,39,426,12848,20744,937.578,2.39,2.48,16.46,2.567,0.058,154,0
155,1654712342,29.58,39.65,41,418,12849,20745,937.577,2.42,2.51,16.64,2.595,0.059,155,0
156,1654712343,29.61,39.57,48,424,12850,20742,937.576,2.44,2.53,16.77,2.615,0.059,156,0
157,1654712344,29.62,39.52,60,424,12853,20737,937.576,2.43,2.52,16.69,2.603,0.059,157,0
158,1654712345,29.66,39.41,57,426,12846,20734,937.575,2.42,2.52,16.69,2.602,0.059,158,0
159,1654712346,29.7,39.35,57,424,12845,20729,937.571,2.42,2.51,16.64,2.594,0.059,159,0
160,1654712347,29.73,39.32,59,424,12839,20731,937.572,2.37,2.47,16.34,2.548,0.058,160,0
161,1654712348,29.76,39.23,52,418,12845,20734,937.574,2.34,2.43,16.12,2.513,0.057,161,0
162,1654712349,29.79,39.21,53,424,12847,20730,937.569,2.3,2.39,15.86,2.473,0.056,162,0
163,1654712350,29.77,39.17,51,416,12848,20733,937.565,2.28,2.37,15.71,2.449,0.055,163,0
164,1654712351,29.8,39.12,56,429,12850,20734,937.559,2.25,2.33,15.46,2.411,0.054,164,0
165,1654712352,29.83,39.1,52,426,12850,20738,937.558,2.26,2.34,15.53,2.422,0.055,165,0
166,1654712353,29.85,39.05,57,427,12850,20728,937.565,2.24,2.32,15.39,2.399,0.054,166,0
167,1654712354,29.86,39.02,62,433,12852,20734,937.557,2.21,2.3,15.21,2.371,0.054,167,0
168,1654712355,29.88,38.98,64,423,12849,20724,937.573,2.21,2.3,15.22,2.373,0.054,168,0
169,1654712356,29.89,38.95,58,412,12846,20729,937.576,2.17,2.26,14.95,2.331,0.053,169,0
170,1654712357,29.92,38.92,59,422,12843,20725,937.573,2.14,2.22,14.71,2.293,0.052,170,0
171,1654712358,29.92,38.89,48,413,12853,20740,937.582,2.08,2.16,14.32,2.233,0.05,171,0
172,1654712359,29.93,38.87,39,413,12856,20744,937.58,2.05,2.13,14.12,2.202,0.05,172,0
173,1654712360,28.53,38.95,64,447,12827,20708,937.578,2.04,2.12,14.05,2.19,0.049,173,0
174,1654712361,28.08,39.87,61,448,12831,20719,937.573,2.02,2.1,13.94,2.173,0.049,174,0
175,1654712362,27.84,40.87,71,451,12829,20712,937.571,2.0,2.08,13.76,2.146,0.048,175,0
176,1654712363,27.71,41.69,73,454,12827,20708,937.579,1.99,2.07,13.7,2.136,0.048,176,0
177,1654712364,27.6,42.3,73,445,12833,20715,937.576,1.96,2.04,13.52,2.108,0.048,177,0
178,1654712365,27.52,42.79,69,438,12839,20726,937.579,1.95,2.03,13.45,2.097,0.047,178,0
179,1654712366,27.43,43.2,55,420,12837,20729,937.564,1.93,2.0,13.26,2.067,0.047,179,0
180,1654712367,27.38,43.51,45,411,12841,20740,937.559,1.91,1.98,13.14,2.05,0.046,180,0
181,1654712368,27.29,43.82,50,420,12844,20727,937.561,1.88,1.95,12.94,2.017,0.046,181,0
182,1654712369,27.27,44.0,42,417,12847,20747,937.556,1.87,1.94,12.85,2.004,0.045,182,0
183,1654712370,27.19,44.16,28,407,12848,20754,937.554,1.86,1.93,12.79,1.995,0.045,183,0
184,1654712371,27.16,44.33,32,425,12850,20755,937.559,1.85,1.93,12.76,1.989,0.045,184,0
185,1654712372,27.12,44.47,30,426,12843,20752,937.565,1.86,1.93,12.78,1.992,0.045,185,0
186,1654712373,27.09,44.56,27,420,12848,20758,937.566,1.86,1.93,12.77,1.991,0.045,186,0
187,1654712374,27.04,44.68,39,433,12842,20744,937.575,1.88,1.95,12.92,2.015,0.046,187,0
188,1654712375,27.02,44.79,27,424,12844,20751,937.569,1.9,1.97,13.06,2.037,0.046,188,0
189,1654712376,26.98,44.88,30,415,12847,20754,937.568,1.93,2.0,13.25,2.066,0.047,189,0
190,1654712377,26.92,44.98,32,431,12841,20750,937.575,1.97,2.05,13.58,2.118,0.048,190,0
191,1654712378,26.91,45.05,32,421,12844,20754,937.572,1.98,2.06,13.63,2.125,0.048,191,0
192,1654712379,26.91,45.1,27,420,12847,20757,937.566,2.0,2.08,13.79,2.15,0.049,192,0
193,1654712380,26.9,45.15,22,415,12846,20760,937.582,2.04,2.12,14.05,2.19,0.049,193,0
194,1654712381,26.87,45.24,22,417,12844,20764,937.58,2.1,2.18,14.47,2.256,0.051,194,0
195,1654712382,26.83,45.31,27,426,12839,20757,937.584,2.12,2.2,14.58,2.273,0.051,195,0
196,1654712383,26.83,45.32,24,426,12841,20754,937.59,2.14,2.22,14.7,2.293,0.052,196,0
197,1654712384,26.81,45.43,40,434,12835,20748,937.589,2.14,2.22,14.74,2.298,0.052,197,0
198,1654712385,26.78,45.48,45,440,12834,20743,937.583,2.18,2.26,14.98,2.337,0.053,198,0
199,1654712386,26.75,45.55,52,428,12837,20729,937.582,2.18,2.27,15.03,2.344,0.053,199,0
200,1654712387,26.74,45.57,51,436,12841,20735,937.576,2.2,2.29,15.14,2.361,0.053,200,0
201,1654712388,26.72,45.66,63,443,12837,20723,937.575,2.18,2.27,15.01,2.34,0.053,201,0
202,1654712389,26.72,45.66,65,441,12830,20720,937.583,2.15,2.23,14.77,2.304,0.052,202,0
203,1654712390,28.14,45.64,48,406,12853,20734,937.58,2.14,2.22,14.72,2.296,0.052,203,0
204,1654712391,28.57,44.61,51,408,12851,20722,937.58,2.18,2.26,15.0,2.34,0.053,204,0
205,1654712392,28.79,43.6,68,411,12846,20719,937.578,2.21,2.29,15.18,2.367,0.053,205,0
206,1654712393,28.94,42.71,81,429,12843,20707,937.582,2.21,2.29,15.2,2.371,0.054,206,0
207,1654712394,29.01,42.03,79,430,12836,20705,937.578,2.2,2.29,15.14,2.361,0.053,207,0
208,1654712395,29.14,41.52,84,429,12835,20697,937.572,2.21,2.29,15.18,2.368,0.053,208,0
209,1654712396,29.18,41.16,78,426,12841,20701,937.561,2.19,2.28,15.08,2.351,0.053,209,0
210,1654712397,29.25,40.91,57,420,12843,20717,937.555,2.16,2.24,14.84,2.314,0.052,210,0
211,1654712398,29.31,40.64,73,426,12840,20709,937.55,2.14,2.23,14.76,2.301,0.052,211,0
212,1654712399,29.35,40.47,71,431,12842,20711,937.552,2.16,2.24,14.85,2.315,0.052,212,0
213,1654712400,29.42,40.28,65,416,12842,20721,937.555,2.17,2.25,14.9,2.324,0.052,213,0
214,1654712401,29.46,40.18,61,426,12842,20730,937.547,2.15,2.24,14.83,2.312,0.052,214,0
215,1654712402,29.49,40.06,56,417,12843,20727,937.547,2.2,2.29,15.14,2.361,0.053,215,0
216,1654712403,29.55,39.94,45,414,12840,20730,937.544,2.21,2.29,15.18,2.368,0.053,216,0
217,1654712404,29.58,39.82,58,414,12839,20728,937.542,2.17,2.26,14.96,2.333,0.053,217,0
218,1654712405,29.61,39.72,52,412,12841,20722,937.547,2.16,2.25,14.89,2.322,0.052,218,0
219,1654712406,29.63,39.66,61,417,12840,20718,937.54,2.17,2.26,14.94,2.33,0.053,219,0
220,1654712407,29.65,39.61,56,405,12847,20729,937.541,2.16,2.25,14.89,2.322,0.052,220,0
221,1654712408,29.69,39.53,55,414,12842,20727,937.556,2.15,2.24,14.82,2.311,0.052,221,0
222,1654712409,29.72,39.46,50,410,12841,20733,937.557,2.14,2.22,14.7,2.292,0.052,222,0
223,1654712410,29.74,39.44,58,422,12843,20727,937.561,2.1,2.18,14.45,2.253,0.051,223,0
224,1654712411,29.74,39.33,55,415,12840,20720,937.562,2.08,2.16,14.32,2.233,0.05,224,0
225,1654712412,29.74,39.3,43,412,12842,20734,937.559,2.04,2.12,14.06,2.192,0.05,225,0
226,1654712413,29.77,39.27,41,405,12840,20733,937.562,2.02,2.1,13.93,2.173,0.049,226,0
227,1654712414,29.79,39.26,33,404,12847,20748,937.567,1.98,2.06,13.64,2.127,0.048,227,0
228,1654712415,29.82,39.22,44,416,12836,20736,937.577,1.94,2.02,13.38,2.087,0.047,228,0
229,1654712416,29.8,39.23,49,417,12833,20732,937.572,1.91,1.98,13.12,2.046,0.046,229,0
230,1654712417,29.82,39.17,53,425,12839,20731,937.575,1.89,1.96,12.97,2.023,0.046,230,0
231,1654712418,29.85,39.16,48,413,12839,20738,937.57,1.88,1.96,12.97,2.023,0.046,231,0
232,1654712419,29.86,39.18,66,424,12837,20723,937.565,1.89,1.97,13.03,2.032,0.046,232,0
233,1654712420,28.46,39.28,86,461,12816,20695,937.571,1.91,1.98,13.15,2.05,0.046,233,0
234,1654712421,27.98,40.17,87,449,12816,20693,937.576,1.93,2.01,13.3,2.074,0.047,234,0
235,1654712422,27.76,41.23,88,451,12823,20699,937.571,1.95,2.03,13.43,2.095,0.047,235,0
236,1654712423,27.61,42.0,82,437,12824,20701,937.568,2.02,2.09,13.87,2.163,0.049,236,0
237,1654712424,27.52,42.69,84,436,12828,20712,937.573,2.05,2.13,14.09,2.198,0.05,237,0
238,1654712425,27.43,43.19,70,430,12834,20718,937.584,2.1,2.18,14.47,2.256,0.051,238,0
239,1654712426,27.33,43.6,71,431,12833,20713,937.585,2.12,2.21,14.61,2.279,0.051,239,0
240,1654712427,27.27,43.9,66,423,12828,20713,937.584,2.16,2.25,14.89,2.322,0.052,240,0
241,1654712428,27.22,44.15,53,417,12836,20719,937.571,2.16,2.24,14.87,2.319,0.052,241,0
242,1654712429,27.18,44.31,53,422,12829,20714,937.567,2.16,2.24,14.85,2.316,0.052,242,0
243,1654712430,27.12,44.5,55,412,12832,20717,937.571,2.15,2.23,14.8,2.308,0.052,243,0
244,1654712431,27.05,44.61,58,420,12834,20724,937.559,2.13,2.21,14.64,2.284,0.052,244,0
245,1654712432,27.05,44.78,47,429,12836,20727,937.56,2.11,2.19,14.5,2.261,0.051,245,0
246,1654712433,26.96,44.9,47,415,12834,20729,937.575,2.02,2.09,13.87,2.164,0.049,246,0
247,1654712434,26.95,45.01,52,411,12837,20729,937.568,1.98,2.05,13.6,2.121,0.048,247,0
248,1654712435,26.94,45.11,49,415,12837,20723,937.567,1.91,1.98,13.11,2.045,0.046,248,0
249,1654712436,26.91,45.19,54,415,12836,20724,937.572,1.92,1.99,13.2,2.058,0.046,249,0
250,1654712437,26.84,45.29,53,413,12841,20724,937.578,1.93,2.0,13.27,2.07,0.047,250,0
251,1654712438,26.83,45.3,68,416,12837,20727,937.578,1.94,2.01,13.34,2.08,0.047,251,0
252,1654712439,26.81,45.42,71,407,12835,20723,937.569,1.97,2.04,13.53,2.11,0.048,252,0
253,1654712440,26.8,45.49,54,409,12839,20724,937.57,1.98,2.05,13.6,2.121,0.048,253,0
254,1654712441,26.77,45.54,56,409,12839,20728,937.563,2.02,2.1,13.94,2.173,0.049,254,0
255,1654712442,26.74,45.62,49,410,12839,20733,937.566,2.05,2.13,14.08,2.195,0.05,255,0
256,1654712443,26.72,45.64,56,407,12835,20730,937.578,2.07,2.15,14.25,2.223,0.05,256,0
257,1654712444,26.72,45.72,42,400,12837,20740,937.58,2.06,2.14,14.21,2.215,0.05,257,0
258,1654712445,26.68,45.75,43,404,12842,20749,937.571,2.04,2.12,14.03,2.189,0.049,258,0
259,1654712446,26.67,45.75,32,400,12839,20749,937.567,2.01,2.09,13.86,2.161,0.049,259,0
